"x"
147.034447332378
263.002737802221
276.743144039065
289.786952651571
363.523359741317
412.258521433454
529.064806604991
565.981505868724
1249.62566240947
1286.71560828458
1812.17531003198
1828.50593182747
1886.48704538983
1951.15310696047
1976.30511968792
2030.33556597889
2034.81184012536
2180.06721300795
2196.46186186303
2720.15115926159
2740.83153225691
2779.58649903978
2781.94516646583
2926.09384267777
2929.8645497351
3276.26101743104
3287.47163216933
3346.92286522407
3436.1126442987
3448.41717875982
