"x"
280.64616874326
303.292550030164
560.081976815127
726.276486297138
733.57845726423
2328.10335129034
2398.6603806261
2432.15472553857
2925.08137668483
2938.54941264726
3245.41509815026
3367.64945206232
3628.51100321859
4503.55451426003
4858.17623441108
4970.49810970202
5012.71847670432
5071.2795216823
5171.14898806904
5343.68996729609
5369.91098383442
5948.42777296435
5979.98109715991
6034.96365528554
6040.79133633059
